,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
596358,4/19/2017 14:12,4/19/2017 14:18,346,Franklin St & Quincy St,Michigan Ave & Jackson Blvd,Subscriber,Male,1976
280216,3/1/2017 11:15,3/1/2017 11:21,347,Calumet Ave & 33rd St,State St & 33rd St,Subscriber,Female,1989
571203,4/17/2017 10:19,4/17/2017 10:47,1684,Michigan Ave & Pearson St,Millennium Park,Customer,,
889198,5/18/2017 17:18,5/18/2017 17:34,954,LaSalle St & Adams St,McClurg Ct & Illinois St,Subscriber,Female,1985
866660,5/17/2017 7:38,5/17/2017 8:00,1284,Stockton Dr & Wrightwood Ave,Lake Shore Dr & Monroe St,Subscriber,Male,1974
1150608,6/7/2017 7:17,6/7/2017 7:31,817,Ashland Ave & Division St,Ashland Ave & Harrison St,Subscriber,Female,1989
1223172,6/11/2017 8:31,6/11/2017 8:58,1601,Lake Shore Dr & North Blvd,Lake Shore Dr & Diversey Pkwy,Customer,,
945066,5/24/2017 19:05,5/24/2017 19:26,1224,Sedgwick St & North Ave,Sheffield Ave & Webster Ave,Subscriber,Male,1984
1485724,6/26/2017 19:37,6/26/2017 20:01,1475,Kedzie Ave & Milwaukee Ave,Dearborn St & Erie St,Subscriber,Female,1981
527669,4/13/2017 17:32,4/13/2017 17:36,281,Sheridan Rd & Loyola Ave,Clark St & Columbia Ave,Subscriber,Male,1974
1522650,6/29/2017 8:20,6/29/2017 8:22,134,Clark St & Columbia Ave,Clark St & Lunt Ave,Subscriber,Male,1987
588102,4/18/2017 17:32,4/18/2017 17:52,1173,Burnham Harbor,Streeter Dr & Grand Ave,Customer,,
459861,4/6/2017 8:10,4/6/2017 8:21,654,Ashland Ave & Augusta Blvd,Clinton St & Washington Blvd,Subscriber,Male,1991
784349,5/11/2017 8:06,5/11/2017 8:19,801,Damen Ave & Augusta Blvd,Clinton St & Lake St,Subscriber,Male,1978
957233,5/25/2017 19:45,5/25/2017 20:13,1696,McClurg Ct & Erie St,Halsted St & Diversey Pkwy,Subscriber,Female,1988
630071,4/23/2017 4:15,4/23/2017 4:26,666,Southport Ave & Roscoe St,Broadway & Belmont Ave,Subscriber,Male,1996
1103883,6/4/2017 11:28,6/4/2017 11:50,1332,Sheffield Ave & Wrightwood Ave,Clark St & North Ave,Customer,,
369385,3/20/2017 17:25,3/20/2017 17:28,181,Kingsbury St & Kinzie St,Clinton St & Lake St,Subscriber,Male,1983
1358754,6/19/2017 17:34,6/19/2017 17:39,290,Lake Shore Dr & Ohio St,Fairbanks Ct & Grand Ave,Customer,,
1422662,6/23/2017 14:03,6/23/2017 14:44,2447,Wabash Ave & Roosevelt Rd,Michigan Ave & Oak St,Customer,,
1189202,6/9/2017 11:08,6/9/2017 11:27,1139,Morgan St & Lake St,Paulina Ave & North Ave,Customer,,
458813,4/5/2017 18:14,4/5/2017 18:25,670,Manor Ave & Leland Ave,Francisco Ave & Foster Ave,Subscriber,Male,1964
1105584,6/4/2017 12:47,6/4/2017 12:51,223,Sheridan Rd & Noyes St (NU),University Library (NU),Subscriber,Male,1998
1355184,6/19/2017 14:19,6/19/2017 14:25,335,Halsted St & Roscoe St,Halsted St & Diversey Pkwy,Customer,,
1468639,6/25/2017 19:42,6/25/2017 20:07,1528,Lincoln Ave & Roscoe St,Rockwell St & Eastwood Ave,Customer,,
702065,5/1/2017 8:34,5/1/2017 8:42,467,Jefferson St & Monroe St,Daley Center Plaza,Subscriber,Male,1980
1420053,6/23/2017 11:26,6/23/2017 12:04,2282,Burnham Harbor,Museum of Science and Industry,Customer,,
217285,2/19/2017 15:33,2/19/2017 15:38,325,Halsted St & Roscoe St,Halsted St & Diversey Pkwy,Subscriber,Female,1991
1306909,6/16/2017 14:25,6/16/2017 14:26,101,Larrabee St & Oak St,Larrabee St & Division St,Subscriber,Male,1977
406358,3/27/2017 8:55,3/27/2017 9:02,398,Clinton St & Washington Blvd,Clark St & Lake St,Subscriber,Male,1981
172558,2/14/2017 16:06,2/14/2017 16:20,844,Wolcott Ave & Polk St,Clinton St & Jackson Blvd,Subscriber,Male,1980
289917,3/3/2017 11:26,3/3/2017 11:41,932,Dusable Harbor,Field Museum,Customer,,
225011,2/20/2017 14:00,2/20/2017 14:21,1239,Lake Shore Dr & Ohio St,Streeter Dr & Grand Ave,Customer,,
1222857,6/11/2017 7:24,6/11/2017 7:49,1515,Michigan Ave & Oak St,Sheridan Rd & Irving Park Rd,Subscriber,Female,1994
673174,4/26/2017 12:11,4/26/2017 12:16,297,Canal St & Adams St,Peoria St & Jackson Blvd,Subscriber,Female,1986
1206814,6/10/2017 11:27,6/10/2017 12:32,3898,Millennium Park,Sheridan Rd & Irving Park Rd,Customer,,
1116859,6/4/2017 23:45,6/4/2017 23:52,434,LaSalle St & Washington St,Stetson Ave & South Water St,Subscriber,Male,1977
435902,4/1/2017 15:00,4/1/2017 15:27,1593,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
250793,2/23/2017 8:26,2/23/2017 8:38,721,Damen Ave & Clybourn Ave,Dayton St & North Ave,Subscriber,Female,1990
1013405,5/29/2017 19:00,5/29/2017 19:13,731,Streeter Dr & Grand Ave,Michigan Ave & Jackson Blvd,Subscriber,Female,1978
794763,5/12/2017 6:29,5/12/2017 6:40,658,Morgan St & Lake St,Fairbanks Ct & Grand Ave,Subscriber,Male,1989
1322537,6/17/2017 13:16,6/17/2017 13:29,768,Clark St & Lake St,Green St & Randolph St,Subscriber,Male,1986
405486,3/27/2017 7:20,3/27/2017 7:25,273,Wabash Ave & Wacker Pl,Wabash Ave & Adams St,Subscriber,Male,1985
1286048,6/15/2017 8:36,6/15/2017 8:47,693,Wabash Ave & 16th St,Dearborn St & Adams St,Subscriber,Male,1988
874111,5/17/2017 17:03,5/17/2017 17:14,673,Broadway & Argyle St,Ravenswood Ave & Berteau Ave,Subscriber,Male,1988
1465219,6/25/2017 16:55,6/25/2017 17:19,1448,Streeter Dr & Grand Ave,Broadway & Barry Ave,Subscriber,Male,1992
364884,3/20/2017 6:24,3/20/2017 6:33,546,Canal St & Adams St,State St & Pearson St,Subscriber,Male,1980
824443,5/14/2017 10:22,5/14/2017 10:41,1149,Broadway & Barry Ave,Michigan Ave & Oak St,Customer,,
365272,3/20/2017 7:28,3/20/2017 8:29,3679,Sedgwick St & North Ave,Fairbanks Ct & Grand Ave,Subscriber,Female,1987
842907,5/15/2017 16:53,5/15/2017 17:05,722,McClurg Ct & Erie St,Clark St & Randolph St,Subscriber,Male,1989
969059,5/27/2017 9:50,5/27/2017 9:58,473,Financial Pl & Congress Pkwy,State St & Randolph St,Subscriber,Female,1982
44154,1/17/2017 8:56,1/17/2017 9:03,459,Racine Ave & 13th St,Wood St & Taylor St,Subscriber,Male,1981
566306,4/16/2017 18:47,4/16/2017 19:13,1541,Streeter Dr & Grand Ave,State St & Harrison St,Customer,,
513067,4/11/2017 19:27,4/11/2017 19:35,508,Kingsbury St & Erie St,Clinton St & Jackson Blvd,Customer,,
841836,5/15/2017 16:10,5/15/2017 16:19,510,Morgan St & Polk St,Loomis St & Taylor St (*),Subscriber,Female,1994
538636,4/14/2017 18:47,4/14/2017 19:01,836,McClurg Ct & Illinois St,Michigan Ave & 14th St,Subscriber,Male,1988
514333,4/12/2017 6:33,4/12/2017 6:48,932,Calumet Ave & 18th St,Michigan Ave & Washington St,Subscriber,Male,1980
1499112,6/27/2017 17:10,6/27/2017 17:25,903,Oakley Ave & Roscoe St,California Ave & Milwaukee Ave,Subscriber,Male,1973
1028141,5/30/2017 18:56,5/30/2017 19:05,581,LaSalle St & Illinois St,Aberdeen St & Monroe St,Subscriber,Male,1985
1478083,6/26/2017 15:00,6/26/2017 16:48,6518,Michigan Ave & Pearson St,Lake Shore Dr & Ohio St,Customer,,
1158401,6/7/2017 16:23,6/7/2017 16:45,1339,Streeter Dr & Grand Ave,Lake Shore Dr & Wellington Ave,Subscriber,Male,1991
813056,5/13/2017 13:18,5/13/2017 13:30,735,Lake Shore Dr & North Blvd,Larrabee St & Armitage Ave,Subscriber,Female,1979
992206,5/28/2017 15:35,5/28/2017 15:41,367,Campbell Ave & Montrose Ave,Oakley Ave & Irving Park Rd,Subscriber,Female,1982
741483,5/5/2017 21:26,5/5/2017 21:33,447,Wabash Ave & Grand Ave,Milwaukee Ave & Grand Ave,Subscriber,Male,1989
1067576,6/2/2017 11:20,6/2/2017 11:31,713,Franklin St & Monroe St,Clinton St & Madison St,Subscriber,Male,1972
1044925,5/31/2017 20:22,5/31/2017 20:24,113,Wolcott Ave & Polk St,Hermitage Ave & Polk St,Subscriber,Male,1970
715143,5/3/2017 7:30,5/3/2017 7:38,490,Ravenswood Ave & Balmoral Ave,Damen Ave & Leland Ave,Subscriber,Male,1978
1064528,6/2/2017 7:54,6/2/2017 7:59,311,Seeley Ave & Roscoe St,Lincoln Ave & Belmont Ave,Subscriber,Male,1972
1128569,6/5/2017 17:42,6/5/2017 17:54,706,Dearborn Pkwy & Delaware Pl,Carpenter St & Huron St,Subscriber,Female,1981
1084133,6/3/2017 10:49,6/3/2017 11:35,2797,Calumet Ave & 35th St,Millennium Park,Customer,,
906221,5/21/2017 9:51,5/21/2017 10:06,893,Broadway & Cornelia Ave,Damen Ave & Wellington Ave,Customer,,
1523961,6/29/2017 9:23,6/29/2017 9:29,384,Franklin St & Lake St,Rush St & Hubbard St,Subscriber,Male,1972
261005,2/25/2017 13:24,2/25/2017 13:32,490,Morgan St & Lake St,Racine Ave & Congress Pkwy,Subscriber,Female,1984
475291,4/8/2017 11:25,4/8/2017 11:32,431,Dearborn St & Erie St,McClurg Ct & Erie St,Customer,,
368388,3/20/2017 16:17,3/20/2017 16:24,449,Halsted St & Polk St,Clinton St & Jackson Blvd,Subscriber,Female,1961
959141,5/26/2017 6:04,5/26/2017 6:22,1033,Lake Park Ave & 56th St,MLK Jr Dr & Oakwood Blvd,Subscriber,Male,1994
468638,4/7/2017 13:21,4/7/2017 13:35,863,Kingsbury St & Kinzie St,Wells St & Evergreen Ave,Customer,,
366949,3/20/2017 11:38,3/20/2017 11:42,220,Wacker Dr & Washington St,LaSalle St & Washington St,Subscriber,Male,1951
830443,5/14/2017 15:53,5/14/2017 16:19,1575,Millennium Park,Millennium Park,Customer,,
1411233,6/22/2017 17:39,6/22/2017 17:44,344,Ravenswood Ave & Lawrence Ave,Damen Ave & Foster Ave,Subscriber,Female,1975
879385,5/18/2017 0:00,5/18/2017 0:06,368,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1990
298521,3/5/2017 13:57,3/5/2017 14:27,1801,Streeter Dr & Grand Ave,Franklin St & Lake St,Subscriber,Female,1989
32473,1/12/2017 17:26,1/12/2017 17:42,954,State St & Pearson St,Canal St & Adams St,Subscriber,Male,1982
671389,4/26/2017 8:47,4/26/2017 9:06,1144,Sedgwick St & Webster Ave,Daley Center Plaza,Subscriber,Male,1968
1497587,6/27/2017 16:28,6/27/2017 16:50,1327,Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,Customer,,
80721,1/24/2017 10:40,1/24/2017 10:44,247,Clarendon Ave & Leland Ave,Broadway & Wilson Ave,Subscriber,Male,1969
655697,4/25/2017 7:45,4/25/2017 7:51,381,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1992
1442069,6/24/2017 14:09,6/24/2017 14:35,1562,Shedd Aquarium,Wentworth Ave & 24th St,Customer,,
1111861,6/4/2017 17:12,6/4/2017 17:23,709,Clark St & Leland Ave,Damen Ave & Leland Ave,Subscriber,Female,1991
1047319,6/1/2017 7:13,6/1/2017 7:31,1060,Indiana Ave & Roosevelt Rd,McClurg Ct & Erie St,Subscriber,Male,1989
692952,4/28/2017 16:05,4/28/2017 16:25,1178,Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,Customer,,
1097643,6/3/2017 19:40,6/3/2017 19:51,625,Lake Shore Dr & Monroe St,Columbus Dr & Randolph St,Customer,,
279210,3/1/2017 7:58,3/1/2017 8:15,1012,Clinton St & Madison St,Ogden Ave & Congress Pkwy,Subscriber,Female,1954
788326,5/11/2017 15:41,5/11/2017 16:00,1120,Orleans St & Ohio St,Cityfront Plaza Dr & Pioneer Ct,Customer,,
1281978,6/14/2017 19:21,6/14/2017 19:30,561,Broadway & Belmont Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1989
1122162,6/5/2017 11:20,6/5/2017 11:36,957,Burnham Harbor,Michigan Ave & Jackson Blvd,Customer,,
1518525,6/28/2017 19:56,6/28/2017 20:01,301,Wilton Ave & Belmont Ave,Wilton Ave & Diversey Pkwy,Subscriber,Male,1985
945816,5/24/2017 21:08,5/24/2017 21:11,217,Racine Ave & Belmont Ave,Southport Ave & Roscoe St,Subscriber,Male,1987
529600,4/13/2017 20:47,4/13/2017 20:58,620,Spaulding Ave & Division St,California Ave & Francis Pl,Subscriber,Female,1987
1234061,6/11/2017 17:19,6/11/2017 17:30,623,Indiana Ave & Roosevelt Rd,Canal St & Taylor St,Subscriber,Female,1983
329433,3/10/2017 7:07,3/10/2017 7:12,325,Clarendon Ave & Gordon Ter,Sheridan Rd & Irving Park Rd,Subscriber,Female,1989
570526,4/17/2017 8:59,4/17/2017 9:08,502,Mies van der Rohe Way & Chestnut St,Clinton St & Lake St,Subscriber,Male,1989
457155,4/4/2017 22:37,4/4/2017 22:42,280,Damen Ave & Chicago Ave,Western Ave & Walton St,Subscriber,Male,1976
536461,4/14/2017 16:31,4/14/2017 16:36,328,Franklin St & Monroe St,Michigan Ave & Jackson Blvd,Subscriber,Male,1994
71895,1/22/2017 16:02,1/22/2017 16:09,438,Bissell St & Armitage Ave,Clark St & Wrightwood Ave,Subscriber,Male,1966
119600,2/2/2017 15:38,2/2/2017 15:47,537,Lake Park Ave & 56th St,Ellis Ave & 58th St,Subscriber,Female,1981
1362766,6/19/2017 21:17,6/19/2017 21:46,1754,Adler Planetarium,Halsted St & Maxwell St,Customer,,
1058016,6/1/2017 17:50,6/1/2017 18:09,1160,Lake Shore Dr & Monroe St,Theater on the Lake,Subscriber,Female,1989
479754,4/8/2017 15:05,4/8/2017 15:37,1912,Theater on the Lake,Lakefront Trail & Bryn Mawr Ave,Customer,,
1055551,6/1/2017 16:44,6/1/2017 17:01,1055,Wolcott Ave & Polk St,Clinton St & Madison St,Subscriber,Male,1978
1017365,5/30/2017 7:45,5/30/2017 7:47,144,Kingsbury St & Kinzie St,Kingsbury St & Erie St,Subscriber,Male,1982
369551,3/20/2017 17:36,3/20/2017 17:47,660,Ogden Ave & Chicago Ave,Sheffield Ave & Kingsbury St,Subscriber,Male,1989
328839,3/9/2017 21:27,3/9/2017 21:36,538,Kingsbury St & Erie St,Canal St & Madison St,Subscriber,Male,1957
1419849,6/23/2017 11:06,6/23/2017 11:13,415,LaSalle St & Jackson Blvd,Michigan Ave & Madison St,Subscriber,Male,1970
361915,3/19/2017 13:24,3/19/2017 13:38,804,Canal St & Monroe St (*),Lake Shore Dr & Ohio St,Subscriber,Male,1953
434196,4/1/2017 12:50,4/1/2017 13:17,1589,Millennium Park,Theater on the Lake,Subscriber,Male,1990
62324,1/21/2017 8:42,1/21/2017 9:04,1341,Michigan Ave & Jackson Blvd,State St & Van Buren St,Subscriber,Male,1965
502587,4/10/2017 15:05,4/10/2017 16:02,3411,Clark St & Leland Ave,Clark St & Leland Ave,Customer,,
909818,5/21/2017 13:33,5/21/2017 13:40,415,Leavitt St & Armitage Ave,Damen Ave & Cortland St,Customer,,
714274,5/3/2017 0:21,5/3/2017 0:38,992,Bissell St & Armitage Ave,Desplaines St & Kinzie St,Subscriber,Male,1989
452662,4/4/2017 13:41,4/4/2017 13:58,1027,State St & Van Buren St,May St & Taylor St,Subscriber,Female,1994
674041,4/26/2017 13:51,4/26/2017 14:06,864,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
51848,1/18/2017 17:56,1/18/2017 18:00,225,Drake Ave & Addison St,Monticello Ave & Irving Park Rd,Subscriber,Male,1992
889490,5/18/2017 17:26,5/18/2017 17:48,1295,Franklin St & Chicago Ave,Damen Ave & Charleston St,Subscriber,Male,1984
1313185,6/16/2017 18:48,6/16/2017 19:02,838,Lake Shore Dr & Monroe St,Burnham Harbor,Subscriber,Female,1996
247948,2/22/2017 19:17,2/22/2017 19:28,674,Clark St & Winnemac Ave,Broadway & Thorndale Ave,Subscriber,Male,1970
1042528,5/31/2017 18:17,5/31/2017 18:22,258,Clinton St & Jackson Blvd,Canal St & Taylor St,Subscriber,Male,1990
1144144,6/6/2017 17:27,6/6/2017 17:42,886,Clinton St & Madison St,Wabash Ave & Grand Ave,Subscriber,Female,1992
1375055,6/20/2017 17:29,6/20/2017 17:38,552,Michigan Ave & Washington St,Canal St & Madison St,Subscriber,Male,1967
533135,4/14/2017 11:55,4/14/2017 12:19,1418,Fort Dearborn Dr & 31st St,Shore Dr & 55th St,Customer,,
450876,4/4/2017 8:00,4/4/2017 8:05,304,LaSalle St & Washington St,State St & Kinzie St,Subscriber,Male,1959
672448,4/26/2017 10:34,4/26/2017 10:55,1263,Ashland Ave & Grand Ave,McClurg Ct & Erie St,Subscriber,Female,1989
578807,4/17/2017 20:41,4/17/2017 21:06,1526,Michigan Ave & Lake St,Michigan Ave & Washington St,Customer,,
465937,4/7/2017 7:18,4/7/2017 7:30,746,Artesian Ave & Hubbard St,Morgan St & Lake St,Subscriber,Male,1972
1549025,6/30/2017 19:08,6/30/2017 19:19,630,Sedgwick St & Webster Ave,Southport Ave & Wellington Ave,Subscriber,Male,1988
753940,5/7/2017 15:25,5/7/2017 15:29,267,Wells St & Polk St,Canal St & Taylor St,Subscriber,Male,1987
543634,4/15/2017 11:57,4/15/2017 12:43,2789,Rush St & Cedar St,Sheffield Ave & Waveland Ave,Subscriber,Male,1960
846064,5/15/2017 18:29,5/15/2017 18:46,1039,Kingsbury St & Kinzie St,Damen Ave & Grand Ave,Subscriber,Male,1984
90617,1/26/2017 8:42,1/26/2017 9:08,1531,MLK Jr Dr & 29th St,Clinton St & Madison St,Subscriber,Male,1989
177772,2/15/2017 12:40,2/15/2017 12:46,384,Lake Park Ave & 56th St,University Ave & 57th St,Subscriber,Male,1980
311773,3/7/2017 14:02,3/7/2017 14:06,245,Ellis Ave & 60th St,Ellis Ave & 55th St,Subscriber,Male,1995
164648,2/13/2017 11:43,2/13/2017 11:53,622,Blue Island Ave & 18th St,Ogden Ave & Roosevelt Rd,Subscriber,Female,1992
319309,3/8/2017 14:52,3/8/2017 15:00,456,Western Ave & Walton St,Wood St & Division St,Subscriber,Male,1976
1399114,6/21/2017 22:25,6/21/2017 22:34,545,Wilton Ave & Belmont Ave,Sheffield Ave & Fullerton Ave,Subscriber,Male,1993
818079,5/13/2017 17:00,5/13/2017 17:17,1022,Central Park Ave & Elbridge Ave,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1991
550900,4/15/2017 16:00,4/15/2017 16:31,1864,Clark St & Armitage Ave,Wilton Ave & Belmont Ave,Customer,,
841426,5/15/2017 15:50,5/15/2017 16:14,1474,McClurg Ct & Illinois St,Lake Shore Dr & Monroe St,Customer,,
1237113,6/11/2017 20:07,6/11/2017 20:14,414,Wells St & Concord Ln,Lakeview Ave & Fullerton Pkwy,Subscriber,Male,1983
546022,4/15/2017 13:19,4/15/2017 13:49,1801,Lake Park Ave & 53rd St,Lake Park Ave & 53rd St,Subscriber,Male,1996
1251421,6/12/2017 18:12,6/12/2017 18:21,553,Daley Center Plaza,Clark St & Elm St,Subscriber,Male,1984
867556,5/17/2017 8:19,5/17/2017 8:23,190,Paulina St & 18th St,Blue Island Ave & 18th St,Subscriber,Male,1974
121402,2/2/2017 21:14,2/2/2017 21:19,313,Ravenswood Ave & Lawrence Ave,Damen Ave & Sunnyside Ave,Subscriber,Male,1986
1057131,6/1/2017 17:27,6/1/2017 17:35,506,Daley Center Plaza,Clark St & 9th St (AMLI),Subscriber,Male,1989
450767,4/4/2017 7:51,4/4/2017 7:57,343,Clark St & Chicago Ave,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1989
928358,5/22/2017 19:26,5/22/2017 19:54,1673,Jefferson St & Monroe St,Damen Ave & Clybourn Ave,Subscriber,Male,1985
541650,4/15/2017 10:33,4/15/2017 11:01,1672,State St & Harrison St,Burnham Harbor,Subscriber,Male,1985
941768,5/24/2017 16:00,5/24/2017 16:18,1074,Wolcott Ave & Polk St,Clinton St & Madison St,Subscriber,Male,1953
709358,5/2/2017 12:13,5/2/2017 12:27,814,Morgan St & Lake St,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Female,1977
925125,5/22/2017 17:10,5/22/2017 17:21,644,Wood St & Milwaukee Ave,Clifton Ave & Armitage Ave,Subscriber,Male,1988
926282,5/22/2017 17:44,5/22/2017 17:54,617,Sedgwick St & North Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1972
1473286,6/26/2017 8:34,6/26/2017 8:42,471,Franklin St & Lake St,Franklin St & Monroe St,Subscriber,Male,1985
1248434,6/12/2017 16:49,6/12/2017 16:55,385,Clinton St & Tilden St,Halsted St & Maxwell St,Subscriber,Male,1983
264196,2/26/2017 16:23,2/26/2017 16:36,747,State St & Randolph St,Green St & Madison St,Subscriber,Female,1964
501758,4/10/2017 12:02,4/10/2017 12:25,1383,LaSalle St & Washington St,LaSalle St & Washington St,Subscriber,Male,1987
621115,4/21/2017 22:12,4/21/2017 22:22,562,Wabash Ave & Roosevelt Rd,Clark St & Lake St,Subscriber,Male,1986
129166,2/5/2017 14:28,2/5/2017 14:39,678,Wells St & Concord Ln,Clark St & Wrightwood Ave,Subscriber,Female,1991
221762,2/20/2017 8:37,2/20/2017 8:56,1126,Loomis St & Taylor St (*),LaSalle St & Adams St,Subscriber,Male,1985
1001612,5/29/2017 10:58,5/29/2017 11:13,928,Dusable Harbor,Indiana Ave & Roosevelt Rd,Subscriber,Female,1970
1321828,6/17/2017 12:49,6/17/2017 13:05,997,Michigan Ave & Oak St,Fairbanks Ct & Grand Ave,Customer,,
586890,4/18/2017 16:58,4/18/2017 17:23,1474,Field Museum,Millennium Park,Customer,,
679018,4/26/2017 18:52,4/26/2017 18:56,251,Damen Ave & Wellington Ave,Ashland Ave & Wellington Ave,Subscriber,Female,1986
736703,5/5/2017 13:18,5/5/2017 13:40,1286,Franklin St & Monroe St,Streeter Dr & Grand Ave,Customer,,
685334,4/27/2017 17:27,4/27/2017 17:36,560,Michigan Ave & Washington St,Clinton St & Madison St,Subscriber,Male,1960
359637,3/18/2017 18:26,3/18/2017 18:39,781,Larrabee St & Oak St,State St & Randolph St,Subscriber,Male,1981
112183,2/1/2017 6:30,2/1/2017 6:42,739,Clarendon Ave & Gordon Ter,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1987
189153,2/17/2017 11:57,2/17/2017 12:03,319,Desplaines St & Randolph St,Sangamon St & Washington Blvd (*),Subscriber,Male,1983
1206960,6/10/2017 11:34,6/10/2017 11:45,630,Theater on the Lake,Lakeview Ave & Fullerton Pkwy,Customer,,
1179614,6/8/2017 18:00,6/8/2017 18:12,752,Ravenswood Ave & Lawrence Ave,Seeley Ave & Roscoe St,Subscriber,Male,1970
475503,4/8/2017 11:41,4/8/2017 12:21,2431,Broadway & Cornelia Ave,Western Ave & Granville Ave,Subscriber,Male,1987
1399940,6/22/2017 6:14,6/22/2017 6:27,800,Lincoln Ave & Waveland Ave,Sheffield Ave & Wrightwood Ave,Subscriber,Female,1988
1354771,6/19/2017 13:47,6/19/2017 14:01,877,Ashland Ave & Lake St,Wabash Ave & Adams St,Subscriber,Male,1975
624630,4/22/2017 13:11,4/22/2017 13:22,705,Kingsbury St & Kinzie St,Rush St & Superior St,Subscriber,Male,1992
1432152,6/23/2017 20:52,6/23/2017 21:12,1194,Cottage Grove Ave & 43rd St,Wentworth Ave & 33rd St,Subscriber,Male,1987
521231,4/12/2017 17:31,4/12/2017 17:36,334,LaSalle St & Washington St,Clinton St & Madison St,Subscriber,Male,1960
1463844,6/25/2017 15:58,6/25/2017 16:27,1733,Lakefront Trail & Bryn Mawr Ave,Montrose Harbor,Customer,,
219732,2/19/2017 18:21,2/19/2017 18:34,750,Cottage Grove Ave & 43rd St,Lake Park Ave & 47th St,Customer,,
666109,4/25/2017 18:47,4/25/2017 18:51,281,Indiana Ave & 31st St,MLK Jr Dr & 29th St,Subscriber,Male,1991
524952,4/13/2017 12:13,4/13/2017 12:19,334,Ashland Ave & Grace St,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1971
969283,5/27/2017 10:08,5/27/2017 10:19,694,Sheffield Ave & Kingsbury St,Wells St & Elm St,Subscriber,Female,1978
1215629,6/10/2017 17:05,6/10/2017 17:29,1470,Dusable Harbor,Lake Shore Dr & Wellington Ave,Subscriber,Female,1990
112389,2/1/2017 7:11,2/1/2017 7:24,805,Streeter Dr & Grand Ave,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1973
21264,1/9/2017 12:57,1/9/2017 13:00,195,Broadway & Waveland Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1986
